StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent answer ,ID ,left Q1_1,left Q1 sc_1,left Q2_1,left Q2 sc_1,left Q3_1,left Q3 sc_1,left Q4_1,left Q4 sc_1,left Q5_1,left Q5 sc_1,left Q6_1,left Q6 sc_1,left Q7_1,left Q7 sc_1,left Q8_1,left Q8 sc_1,left Q9_1,left Q9 sc_1,left Q10_1,left Q10 sc_1,left Q11_1,left Q11 sc_1,left Q12_1,left Q12 sc_1,left Q13_1,left Q13 sc_1,left Q14 _1,left Q14 sc_1,left Q15_1,left Q15 sc_1,left Q16_1,left Q16 sc_1,left Q17_1,left Q17 sc_1,left Q18_1,left Q18 sc_1,left Q19_1,left Q19 sc_1,left Q20_1,left Q20 sc_1,left Q21_1,left Q21 sc_1,left Q22_1,left Q22 sc_1,left Q23_1,left Q23 sc_1,left Q24_1,left Q24 sc_1,left Q25_1,left Q25 sc_1,left Q26_1,left Q26 sc_1,left Q27_1,left Q27 sc_1,left Q28_1,left Q28 sc_1,left Q29_1,left Q29 sc_1,left Q30_1,left Q30 sc_1,right Q1_1,right Q1 sc_1,right Q2_1,right Q2 sc_1,right Q3_1,right Q3 sc_1,right Q4_1,right Q4 sc_1,right Q5_1,right Q5 sc_1,right Q6_1,right Q6 sc_1,right Q7_1,right Q7 sc_1,right Q8_1,right Q8 sc_1,right Q9_1,right Q9 sc_1,right Q10_1,right Q10 sc_1,right Q11_1,right Q11 sc_1,right Q12_1,right Q12 sc_1,right Q13_1,right Q13 sc_1,right Q14_1,right Q14 sc_1,right Q15_1,right Q15 sc_1,right Q16_1,right Q16 sc_1,right Q17_1,right Q17 sc_1,right Q18_1,right Q18 sc_1,right Q19_1,right Q19 sc_1,right Q20_1,right Q20 sc_1,right Q21_1,right Q21 sc_1,right Q22_1,right Q22 sc_1,right Q23_1,right Q23 sc_1,right Q24_1,right Q24 sc_1,right Q25_1,right Q25 sc_1,right Q26_1,right Q26 sc_1,right Q27_1,right Q27 sc_1,right Q28_1,right Q28 sc _1,right Q29_1,right Q29 sc_1,right Q30_1,right Q30 sc_1,self-description,opinion,unclear ,Thank you_First Click,Thank you_Last Click,Thank you_Page Submit,Thank you_Click Count,PROLIFIC_PID
2/7/2024 14:42,2/7/2024 14:47,0,86.149.43.150,100,317,1,2/7/2024 14:47,R_1dsuHNiuGUZRaSW,,,,,50.7012,-3.8867,anonymous,EN,1,6483446c7d1a659e10ffb682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,45,,55,,40,,30,,45,,55,,30,,45,,25,,25,,40,,10,,45,,50,,55,,55,,25,,55,,30,,999,90,55,,30,,999,65,999,95,999,100,45,,45,,55,,999,90,Honest easy going genuine loyal,no idea,,0,0,2.118,0,6483446c7d1a659e10ffb682
2/7/2024 14:38,2/7/2024 14:47,0,82.42.101.246,100,571,1,2/7/2024 14:47,R_6CPwsFRcAfbujeY,,,,,53.4486,-2.7328,anonymous,EN,1,65aa4d5056df541147aab019,50,,90,,85,,85,,75,,55,,85,,95,,55,,60,,65,,90,,50,,80,,80,,90,,95,,111,0,75,,75,,80,,55,,45,,75,,85,,85,,90,,80,,90,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mature, sensible, reliable, empathetic, experienced.",Opinions,,0,0,2.017,0,65aa4d5056df541147aab019
2/7/2024 14:38,2/7/2024 14:49,0,90.200.139.1,100,612,1,2/7/2024 14:49,R_8xYjcPcshyLBdMn,,,,,53.4353,-2.3892,anonymous,EN,1,597fc43e413c2300012916f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,40,,999,75,15,,15,,20,,10,,999,65,20,,5,,45,,35,,5,,999,70,20,,999,90,50,,40,,30,,0,,999,90,999,95,55,,999,80,999,90,999,85,55,,999,95,999,95,999,80,Friendly approachable funny kind chatty,perceptions on coming events,no,0,0,2.108,0,597fc43e413c2300012916f1
2/7/2024 14:40,2/7/2024 14:50,0,86.175.45.25,100,610,1,2/7/2024 14:50,R_2PN8mxGglLbcn6a,,,,,57.4794,-4.2307,anonymous,EN,1,5efb46eb0602b40721314429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,80,999,85,55,,50,,20,,50,,999,95,50,,15,,50,,50,,999,70,40,,50,,55,,999,70,999,100,5,,999,60,35,,999,100,999,60,40,,999,70,999,100,999,100,999,100,999,100,999,80,999,60,"Loyal, trustworthy, honest, caring, reliable",How you think others see you.,No,1.328,1.328,2.012,1,5efb46eb0602b40721314429
2/7/2024 14:41,2/7/2024 14:51,0,80.194.12.198,100,602,1,2/7/2024 14:51,R_2qUV3uuKZsLLnc5,,,,,51.8659,-2.2059,anonymous,EN,1,5e83b33925e95c108cc1ffc6,80,,65,,75,,80,,50,,60,,75,,90,,50,,50,,50,,60,,75,,60,,60,,75,,55,,55,,60,,80,,75,,80,,60,,65,,80,,75,,80,,60,,60,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shy, curious, anxious, funny, ambitious ",Not sure ,No,0,0,1.051,0,5e83b33925e95c108cc1ffc6
2/7/2024 14:41,2/7/2024 14:54,0,79.79.153.43,100,791,1,2/7/2024 14:54,R_2TQWS5876pzStvQ,,,,,52.0276,-0.7312,anonymous,EN,1,6557727f5863f226172046df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,45,,55,,50,,50,,45,,50,,45,,50,,10,,50,,50,,999,85,15,,45,,55,,999,80,55,,50,,50,,999,90,55,,999,100,999,75,999,100,999,90,999,90,999,70,999,95,50,,"witty, shy, smart, pretty, loyal",asking about myself? or just stating how much of a possibility an event is.,no,0,0,2.01,0,6557727f5863f226172046df
2/7/2024 14:42,2/7/2024 14:56,0,92.12.218.140,100,846,1,2/7/2024 14:56,R_2imr0KmE8CjPKmO,,,,,53.5635,-2.2239,anonymous,EN,1,65aa8e5f75c074e0497f2937,95,,90,,100,,85,,70,,90,,90,,95,,90,,100,,85,,90,,75,,60,,75,,100,,95,,111,10,95,,100,,100,,80,,70,,75,,90,,95,,90,,75,,95,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Creative, nice, short, cute, smart",Probability ,,0,0,1.094,0,65aa8e5f75c074e0497f2937
2/7/2024 14:39,2/7/2024 14:57,0,90.194.111.114,100,1109,1,2/7/2024 14:57,R_3JsXegDMlC9OG3Q,,,,,53.2797,-2.9128,anonymous,EN,1,5e67a63dd0697a04fd08ef72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,50,,20,,999,90,5,,999,80,999,90,999,85,50,,999,80,10,,5,,25,,999,80,55,,999,90,20,,25,,55,,999,70,50,,999,60,999,80,999,90,999,90,999,95,999,90,25,,999,80,"honest,hardworking,sociable. funloving,generous",how we perceive the chances of something happening and how we view the future,,0,0,1.963,0,5e67a63dd0697a04fd08ef72
2/7/2024 14:44,2/7/2024 14:59,0,81.105.42.157,100,934,1,2/7/2024 14:59,R_8V7N4zpTAEnoBao,,,,,50.82,-1.0664,anonymous,EN,1,63d5850cf8717e1d7afe84fd,70,,70,,85,,45,,111,10,111,0,85,,80,,111,0,80,,90,,90,,50,,75,,45,,85,,85,,111,0,50,,95,,95,,75,,60,,90,,90,,85,,90,,75,,90,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kind, friendly, funny, happy, nutty",a combination of what we think will happen and disclosing information about ourselves and how honest we would be about our own evaluation.,no,0,0,2.007,0,63d5850cf8717e1d7afe84fd
2/7/2024 15:00,2/7/2024 15:04,0,82.5.15.40,100,235,1,2/7/2024 15:04,R_51YBy88q7huBqui,,,,,51.7707,-1.2155,anonymous,EN,1,601abfe280b3ce35dcdb860d,70,,50,,90,,70,,50,,75,,50,,50,,50,,50,,70,,50,,90,,111,30,75,,75,,80,,45,,55,,85,,90,,70,,50,,80,,95,,90,,65,,50,,75,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"female, loyal, fair, hard working",no idea!,no,0,0,1.643,0,601abfe280b3ce35dcdb860d
2/7/2024 14:35,2/7/2024 15:04,0,82.41.150.75,100,1767,1,2/7/2024 15:04,R_37Y5V9eY5RSd0J3,,,,,55.9503,-3.0908,anonymous,EN,1,59946bea60937e000189955c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,75,0,,15,,999,60,50,,50,,999,80,55,,50,,10,,50,,50,,50,,999,60,999,90,5,,999,80,10,,55,,999,75,999,80,55,,50,,999,70,999,85,999,95,999,80,999,70,999,85,999,65,"Caring, nature loving and friendly.",How we make judgements about ourselves compared to general statements  and thought processes involved.,Nothing in particular but did at times overthink some of the statements. ,0,0,2.111,0,59946bea60937e000189955c
2/7/2024 15:00,2/7/2024 15:05,0,77.108.142.138,100,285,1,2/7/2024 15:05,R_8XSlQiNFdIJFLB7,,,,,51.509,-0.1882,anonymous,EN,1,61475945e9378b929c8f37fc,50,,90,,70,,50,,50,,45,,50,,50,,50,,50,,50,,50,,80,,50,,50,,50,,90,,111,20,50,,50,,90,,60,,50,,90,,90,,60,,90,,60,,90,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Average height, blonde, slime, middle aged",Our opinions of ourseleves,no,0,0,1.468,0,61475945e9378b929c8f37fc
2/7/2024 15:00,2/7/2024 15:05,0,5.65.113.176,100,254,1,2/7/2024 15:05,R_2LtsdHnQGvdtXJD,,,,,50.6988,-3.2483,anonymous,EN,1,5e29640bf3b13011c498961b,65,,50,,60,,50,,55,,60,,45,,50,,50,,50,,50,,50,,65,,50,,60,,55,,85,,50,,50,,50,,85,,65,,50,,90,,95,,80,,80,,75,,75,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kind, friendly, smart, thoughtful, tired",Self perception,,0,0,1.133,0,5e29640bf3b13011c498961b
2/7/2024 15:01,2/7/2024 15:05,0,86.129.242.188,100,270,1,2/7/2024 15:05,R_3fx8W87XqAy02EF,,,,,51.9045,-0.1984,anonymous,EN,1,6539126c91056c4fcb5ace03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,55,,55,,30,,55,,20,,50,,55,,0,,25,,999,85,55,,40,,45,,50,,999,95,50,,40,,20,,999,95,999,75,999,90,55,,999,85,55,,55,,999,80,55,,55,,55,,"smart, loyal, funny, female, dog-lover",how people perceive themselves,no,0.828,0.828,1.461,1,6539126c91056c4fcb5ace03
2/7/2024 15:00,2/7/2024 15:05,0,109.175.189.0,100,295,1,2/7/2024 15:05,R_8ouMTiBs1t9dRIt,,,,,50.8007,-1.0806,anonymous,EN,1,6384f69b650a04c2cb4303e1,90,,85,,55,,75,,45,,111,15,75,,90,,55,,65,,65,,60,,60,,50,,65,,60,,60,,60,,111,5,50,,90,,85,,90,,85,,90,,90,,75,,95,,90,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"smart, funny, honest, humble, chill",personal assessments,,0,0,1.126,0,6384f69b650a04c2cb4303e1
2/7/2024 15:01,2/7/2024 15:05,0,80.3.190.96,100,279,1,2/7/2024 15:05,R_1MLGt4z7n6bLvA1,,,,,51.07,-1.7979,anonymous,EN,1,5e64af9a8bd03f21ff4a869c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,60,999,85,999,90,50,,25,,50,,50,,999,90,50,,50,,999,75,999,75,999,80,50,,50,,999,95,999,85,999,100,50,,999,95,999,95,50,,999,70,999,95,999,85,999,95,999,90,999,95,999,75,35,,"woman, dark, musician, mother, wife",no idea,no,0,0,1.201,0,5e64af9a8bd03f21ff4a869c
2/7/2024 15:00,2/7/2024 15:06,0,90.246.205.172,100,332,1,2/7/2024 15:06,R_66MYpJwuynoqWKB,,,,,52.3842,-2.2224,anonymous,EN,1,5aa8e2fd873cda00012d1f1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,55,,999,80,0,,0,,0,,50,,50,,55,,999,90,55,,15,,0,,35,,55,,999,100,999,60,10,,40,,10,,55,,55,,10,,40,,999,80,999,90,10,,35,,55,,5,,"Quiet, shy, friendly, honest, trusting",Not sure.,Nothing.,0,0,1.797,0,5aa8e2fd873cda00012d1f1b
2/7/2024 15:00,2/7/2024 15:06,0,157.231.92.242,100,326,1,2/7/2024 15:06,R_8oAYz1WT1XxHClD,,,,,53.4296,-2.6637,anonymous,EN,1,61399ff6e65a0003ef283213,80,,60,,75,,50,,111,20,50,,75,,75,,65,,111,25,50,,70,,70,,45,,50,,80,,70,,111,0,50,,70,,85,,80,,70,,65,,90,,85,,90,,85,,80,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kind, happy, family, loving, friendly",Percentages of reality,no,0,0,2.111,0,61399ff6e65a0003ef283213
2/7/2024 15:00,2/7/2024 15:06,0,80.43.27.72,100,367,1,2/7/2024 15:06,R_8X5zkymW2rmJ6q5,,,,,53.0594,-3.1921,anonymous,EN,1,6128d76bf2f6b1df98035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,50,,999,100,50,,35,,50,,50,,50,,30,,40,,50,,999,80,50,,40,,999,80,999,95,999,70,20,,50,,55,,999,95,50,,50,,999,90,999,100,999,90,999,90,999,95,999,95,999,90,"loyal, friendly, reliable, approachable, caring",how likely events are,,0,0,2.007,0,6128d76bf2f6b1df98035506
2/7/2024 15:00,2/7/2024 15:06,0,217.36.221.143,100,351,1,2/7/2024 15:06,R_3oAdIzSctWjY6Su,,,,,52.4391,-1.5039,anonymous,EN,1,5c576413a7890b0001f59a92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,999,75,999,100,10,,5,,25,,5,,999,80,5,,999,100,50,,10,,5,,5,,999,90,999,100,999,80,0,,999,95,999,100,999,85,50,,25,,999,65,999,90,50,,10,,20,,999,75,5,,Tinfoil hat conspiracy weirdo,Approximations,,0,0,0.871,0,5c576413a7890b0001f59a92
2/7/2024 15:01,2/7/2024 15:06,0,81.137.47.245,100,313,1,2/7/2024 15:06,R_436CZSrwdBqY9RD,,,,,51.4502,-2.6503,anonymous,EN,1,60fd21f51379c35225a8b0d4,100,,100,,100,,100,,50,,65,,90,,75,,45,,55,,60,,70,,90,,100,,95,,111,15,100,,111,40,70,,65,,100,,80,,55,,90,,100,,100,,100,,90,,100,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Patient, kind, caring, loyal and hard-working",Personal opinions,,0,0,1.093,0,60fd21f51379c35225a8b0d4
2/7/2024 15:01,2/7/2024 15:06,0,176.26.14.75,100,344,1,2/7/2024 15:06,R_5qy3WPos7Vale4k,,,,,53.7407,-1.4903,anonymous,EN,1,5b9b8570805e5d0001c61ad3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,100,50,,50,,50,,20,,999,75,50,,50,,50,,30,,30,,50,,50,,20,,999,70,40,,999,100,0,,20,,999,100,999,90,999,70,50,,999,90,999,90,999,100,999,70,999,90,999,80,50,,"Tall, dark, shy, funny and kind",No idea,,0,0,1.271,0,5b9b8570805e5d0001c61ad3
2/7/2024 15:00,2/7/2024 15:06,0,2.218.82.238,100,376,1,2/7/2024 15:06,R_4PIiGnd2Ajw5YDr,,,,,51.5597,-0.0528,anonymous,EN,1,5d34a440c5edfe0001f7c53c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,75,999,85,999,85,999,70,15,,999,60,999,60,55,,999,60,40,,50,,999,60,999,65,50,,55,,999,80,999,85,999,65,50,,55,,999,80,50,,999,65,999,95,999,90,999,100,999,60,999,80,999,95,999,65,"loyal, empathetic, smart, understanding, strong",,,1.398,1.398,1.834,1,5d34a440c5edfe0001f7c53c
2/7/2024 15:01,2/7/2024 15:07,0,94.192.73.53,100,360,1,2/7/2024 15:07,R_2rOcSQl2wAJUBHt,,,,,53.7981,-1.7623,anonymous,EN,1,5f970ff3eff5040736b63117,50,,50,,111,30,50,,50,,50,,50,,50,,85,,50,,60,,55,,50,,55,,50,,85,,50,,50,,50,,50,,90,,50,,50,,50,,50,,95,,95,,50,,50,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bald overweight honest reliable calm,guessing,,0,0,1.658,0,5f970ff3eff5040736b63117
2/7/2024 15:01,2/7/2024 15:07,0,31.185.189.186,100,387,1,2/7/2024 15:07,R_5V9fNClom3OFFyl,,,,,53.1093,-1.9896,anonymous,EN,1,589c431f0da7f10001de7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,85,999,90,40,,999,95,25,,25,,55,,999,95,50,,50,,999,80,999,85,999,95,50,,999,65,999,100,999,75,15,,30,,999,95,999,100,999,85,5,,999,95,999,100,999,100,999,100,999,100,999,95,10,,"Honest, hardworking, caring, generous, understanding",How good we are at assessing what other people may think of us?,,0,0,1.227,0,589c431f0da7f10001de7407
2/7/2024 15:01,2/7/2024 15:07,0,51.19.149.225,100,393,1,2/7/2024 15:07,R_21R7VqqTIBX7w64,,,,,52.3817,0.7481,anonymous,EN,1,5b688bf2263ecb000134330a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,100,55,,45,,5,,45,,999,80,999,60,35,,40,,15,,35,,50,,55,,999,65,55,,999,100,999,80,999,75,999,70,10,,55,,20,,20,,999,75,999,95,999,90,999,70,20,,5,,15,,"Straightforward shy, bright, quick, happy",How we judge ourselves,,0,0,1.195,0,5b688bf2263ecb000134330a
2/7/2024 15:00,2/7/2024 15:08,0,81.129.184.200,100,471,1,2/7/2024 15:08,R_2WOkIpMAJPY7pDH,,,,,51.917,-0.2061,anonymous,EN,1,656dd57e6ee0b1c7b88fd6b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,65,50,,40,,999,90,50,,5,,999,65,25,,0,,5,,999,75,5,,999,95,15,,999,90,999,65,999,95,15,,45,,50,,999,70,999,65,10,,50,,999,75,999,75,999,90,999,60,999,70,999,85,"funny, conscientious, kind, caring, friendly",how I see myself though others,,0,0,1.662,0,656dd57e6ee0b1c7b88fd6b8
2/7/2024 15:00,2/7/2024 15:08,0,81.159.92.199,100,488,1,2/7/2024 15:08,R_4d5AYBPMgSujd8V,,,,,51.4535,-2.5917,anonymous,EN,1,630791ee80b840591d4329e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,999,100,50,,50,,15,,999,75,35,,50,,999,80,999,90,55,,10,,999,95,30,,999,60,55,,55,,5,,25,,50,,999,85,999,90,50,,999,85,999,85,999,75,35,,40,,999,70,50,,"Quiet, determined, caring, socialist, fun",No idea,,0,0,1.49,0,630791ee80b840591d4329e5
2/7/2024 15:00,2/7/2024 15:08,0,193.39.172.206,100,451,1,2/7/2024 15:08,R_8TFYnxUpixqg5mG,,,,,53.1342,-4.2045,anonymous,EN,1,6323548b436fb6bb2948c920,85,,100,,75,,45,,111,20,85,,45,,90,,85,,95,,60,,111,35,70,,50,,85,,60,,75,,111,5,55,,75,,65,,70,,111,30,60,,70,,70,,45,,60,,80,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Funny, outgoing, social, friendly, comonsense",How I rate myself,no,0,0,2.114,0,6323548b436fb6bb2948c920
2/7/2024 15:01,2/7/2024 15:08,0,31.94.60.182,100,450,1,2/7/2024 15:08,R_3k7YCMlLjvQFyx7,,,,,51.5074,-0.1196,anonymous,EN,1,5e0e63b52b12bd5ae9a859eb,75,,50,,90,,111,30,111,5,111,30,80,,50,,85,,111,25,90,,111,15,60,,50,,45,,55,,85,,111,10,55,,50,,70,,75,,65,,90,,80,,90,,95,,50,,111,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honest hard working tall blonde ,Perceptions ,,0.971,0.971,1.341,1,5e0e63b52b12bd5ae9a859eb
2/7/2024 15:01,2/7/2024 15:08,0,82.203.25.1,100,426,1,2/7/2024 15:08,R_61Em9456JrUZCK3,,,,,52.6261,1.3034,anonymous,EN,1,651acad0f88eb122f6f2c4c2,80,,90,,90,,70,,111,30,50,,70,,50,,80,,45,,50,,80,,90,,50,,90,,80,,70,,60,,60,,60,,60,,80,,70,,70,,70,,70,,60,,60,,60,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tall, bald, attractive, fun, honest ",Opinions ,,0,0,1.666,0,651acad0f88eb122f6f2c4c2
2/7/2024 15:00,2/7/2024 15:09,0,82.1.156.140,100,493,1,2/7/2024 15:09,R_52siUOJ8aOTD7Wj,,,,,51.4707,-0.9252,anonymous,EN,1,64834fcb6441290954a51ce9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,45,,35,,55,,50,,50,,55,,45,,40,,55,,45,,50,,55,,50,,40,,999,90,999,90,10,,55,,50,,999,95,50,,35,,50,,55,,999,100,999,75,999,95,15,,999,85,i am just always me,predictions and perc eption,no,0,0,1.496,0,64834fcb6441290954a51ce9
2/7/2024 15:00,2/7/2024 15:09,0,86.131.200.117,100,505,1,2/7/2024 15:09,R_51ncJo1uJjOagCZ,,,,,52.3636,-0.6789,anonymous,EN,1,603ffa2297399c196dd985c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,85,999,100,999,85,45,,55,,50,,999,85,999,95,50,,45,,45,,999,70,25,,999,70,40,,999,75,999,75,0,,999,85,45,,999,100,999,80,45,,999,75,999,100,999,100,999,100,999,95,55,,999,90,"im a mum of two, who is caring person",opinions,,0,0,1.676,0,603ffa2297399c196dd985c6
2/7/2024 15:01,2/7/2024 15:09,0,86.7.219.235,100,475,1,2/7/2024 15:09,R_34Ca6P2qC47FBn2,,,,,53.5534,-2.1119,anonymous,EN,1,6501bba647e903c6368d0327,50,,70,,80,,80,,111,10,111,5,90,,80,,95,,50,,50,,45,,80,,85,,85,,45,,90,,111,0,80,,80,,85,,70,,45,,60,,90,,85,,90,,70,,95,,111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conscientious, empathetic, thorough, reflective, determined ",Types of personality and perceptions ,,0,0,1.001,0,6501bba647e903c6368d0327
2/7/2024 15:01,2/7/2024 15:09,0,86.6.93.131,100,465,1,2/7/2024 15:09,R_5fC8S2UXprJH0wr,,,,,50.3601,-4.1423,anonymous,EN,1,63d3fa5f9ca6d38022920258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,999,80,999,80,40,,20,,20,,999,75,999,70,30,,55,,999,60,20,,55,,40,,999,75,45,,999,95,5,,5,,999,90,999,75,50,,35,,999,90,999,75,999,75,50,,55,,50,,20,,"Sensible, sensitive, smart, adventurous, caring",Not sure,,0,0,0.777,0,63d3fa5f9ca6d38022920258
2/7/2024 15:00,2/7/2024 15:09,0,86.172.127.229,100,505,1,2/7/2024 15:09,R_89jghx6ijw5VaEw,,,,,52.4867,-1.8989,anonymous,EN,1,5c39f0c686c1450001a983c4,80,,90,,95,,75,,50,,95,,90,,100,,50,,100,,100,,85,,45,,50,,45,,100,,85,,111,5,45,,70,,95,,95,,50,,100,,95,,90,,90,,95,,95,,111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quiet, reserved, bored, friendly, eccentric",preparedness to accept any old figure as realistic,,0,0,2.005,0,5c39f0c686c1450001a983c4
2/7/2024 15:01,2/7/2024 15:09,0,86.157.168.111,100,490,1,2/7/2024 15:09,R_4NKwMmVDhzxPTQR,,,,,51.5101,-3.5817,anonymous,EN,1,611a3e16f34fa48850c0666c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,85,50,,999,80,999,85,20,,0,,55,,999,100,999,75,45,,50,,999,75,999,80,30,,999,90,999,95,999,70,0,,45,,55,,55,,50,,25,,55,,40,,999,60,999,70,55,,999,70,20,,"Hardworking, tries, soft, unsocialble, anxious",No sure,No,1.99,1.99,2.01,1,611a3e16f34fa48850c0666c
2/7/2024 15:00,2/7/2024 15:09,0,90.195.36.17,100,523,1,2/7/2024 15:09,R_4i3xKVJAt3UvxW5,,,,,53.1944,-2.446,anonymous,EN,1,65bfb89ba85ed9190a24b39f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,75,999,60,50,,50,,50,,50,,50,,50,,50,,50,,50,,50,,0,,50,,20,,999,70,999,80,20,,50,,50,,999,90,999,90,999,65,999,100,999,75,999,80,999,75,999,75,999,70,50,,"odd, kinda funny and smart",the relationship between people's percenption of themselves and current events,all good,0,0,2.125,0,65bfb89ba85ed9190a24b39f
2/7/2024 15:00,2/7/2024 15:09,0,86.162.136.118,100,565,1,2/7/2024 15:09,R_1nPU85aJhimQZGx,,,,,54.5126,-6.2958,anonymous,EN,1,653e7cda114b6a662357f026,60,,111,20,50,,111,0,50,,111,25,70,,80,,111,10,111,5,50,,111,25,70,,50,,70,,100,,80,,111,0,45,,50,,90,,45,,111,20,60,,100,,100,,90,,80,,100,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honest, reliable, loyal, empathetic,organised",Psychology,,0,0,2.011,0,653e7cda114b6a662357f026
